timestamp,serverPort,relayDelay
2025-02-14T00:35:53.768Z,3009,4
2025-02-14T00:35:53.775Z,3009,3
2025-02-14T00:35:53.785Z,3009,3
2025-02-14T00:35:53.787Z,3009,4
2025-02-14T00:35:53.797Z,3009,3
2025-02-14T00:35:53.802Z,3009,4
2025-02-14T00:35:53.813Z,3009,4
2025-02-14T00:35:53.819Z,3009,3
2025-02-14T00:35:53.830Z,3009,3
2025-02-14T00:35:53.842Z,3009,4
2025-02-14T00:35:53.843Z,3009,2
2025-02-14T00:35:53.862Z,3009,4
2025-02-14T00:35:53.864Z,3009,4
2025-02-14T00:35:53.867Z,3009,3
2025-02-14T00:35:53.873Z,3009,4
2025-02-14T00:35:53.876Z,3009,5
2025-02-14T00:35:53.883Z,3009,3
2025-02-14T00:35:53.891Z,3009,4
2025-02-14T00:35:53.895Z,3009,4
2025-02-14T00:35:53.899Z,3003,2
2025-02-14T00:35:53.905Z,3009,5
2025-02-14T00:35:53.911Z,3003,3
2025-02-14T00:35:53.917Z,3009,2
2025-02-14T00:35:53.919Z,3009,4
2025-02-14T00:35:53.924Z,3009,5
2025-02-14T00:35:53.933Z,3009,3
2025-02-14T00:35:53.935Z,3009,4
2025-02-14T00:35:53.942Z,3009,5
2025-02-14T00:35:53.953Z,3009,4
2025-02-14T00:35:53.955Z,3003,1
2025-02-14T00:35:53.962Z,3009,3
2025-02-14T00:35:53.970Z,3003,2
2025-02-14T00:35:53.972Z,3009,3
2025-02-14T00:35:53.986Z,3003,3
2025-02-14T00:35:54.062Z,3003,2
2025-02-14T00:35:54.080Z,3003,3
2025-02-14T00:35:54.093Z,3003,3
2025-02-14T00:35:54.131Z,3003,3
2025-02-14T00:35:54.136Z,3003,3
2025-02-14T00:35:54.167Z,3003,2
2025-02-14T00:35:54.188Z,3003,3
2025-02-14T00:35:54.203Z,3003,2
2025-02-14T00:35:54.237Z,3003,2
